User_ID,Country,Age,Gender,Occupation,Education_Level,Income_USD,Daily_Usage_Hours,Phone_Checks_Per_Day,Time_on_Social_Media,Time_on_Gaming,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Exercise_Hours,Mental_Health_Score,Depression_Level,Anxiety_Level,Stress_Level,Relationship_Status,Has_Children,Urban_or_Rural,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Internet_Connection_Type,Primary_Device_Brand,Has_Screen_Time_Management_App,Addiction_Level,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,source_dataset
11731,Nigeria,60,Other,Teacher,,38566.0,4.74,78,2.74,0.64,1.54,2.52,1.73,5.38,0.74,16.24,2.8,1.0,81.9,Divorced,No,Urban,1.55,0.96,WiFi,Other,Yes,7.5,30.89,No,11,74,68.33,global_mobile
11732,Brazil,17,Other,Teacher,,26786.32,6.91,50,0.67,1.97,1.74,1.57,0.78,5.95,0.92,36.14,1.1,9.9,84.28,Married,No,Urban,1.65,0.99,3G,Xiaomi,No,9.5,20.02,Yes,16,89,20.4,global_mobile
11733,Brazil,39,Male,Doctor,Bachelor's,41760.04,8.81,77,3.31,2.71,3.84,0.96,1.99,6.98,1.08,62.59,5.4,5.5,18.93,Married,Yes,Rural,2.6,0.28,WiFi,Xiaomi,Yes,2.5,25.16,No,12,74,48.84,global_mobile
11734,Nigeria,27,Female,Unemployed,PhD,42833.18,4.96,67,1.18,1.29,1.42,1.14,1.32,8.05,2.8,75.89,9.8,0.8,11.66,Married,No,Rural,1.23,0.75,4G,Samsung,Yes,5.5,14.08,No,15,71,57.11,global_mobile
11735,Russia,48,Other,Artist,High School,13239.95,6.48,100,1.72,2.43,2.55,2.12,1.94,6.06,1.22,69.27,2.0,2.9,98.55,In Relationship,Yes,Rural,2.16,0.6,5G,Xiaomi,No,5.5,20.45,No,11,142,59.19,global_mobile
11736,Mexico,20,Other,Unemployed,Master's,8074.86,8.8,37,2.11,3.32,1.88,2.24,2.8,5.96,0.97,82.28,7.7,1.6,0.24,Divorced,Yes,Urban,2.08,1.21,3G,Apple,No,9.5,37.16,Yes,15,149,52.99,global_mobile
11737,China,28,Female,Engineer,Master's,20683.83,4.11,80,1.46,1.5,2.17,1.41,0.0,5.4,0.81,4.62,8.2,6.4,65.11,Divorced,No,Rural,2.99,1.44,WiFi,Huawei,Yes,9.5,9.31,Yes,14,132,24.62,global_mobile
11738,USA,30,Other,Teacher,Master's,49337.0,4.25,92,2.43,2.4,2.64,1.95,2.21,7.52,1.26,75.12,9.8,5.2,24.69,In Relationship,Yes,Rural,2.12,0.44,4G,Huawei,No,9.5,23.52,Yes,12,111,2.59,global_mobile
11739,Japan,44,Female,Artist,Master's,49996.99,5.42,100,0.55,3.39,1.36,1.77,1.56,3.98,0.23,17.35,5.3,8.5,98.87,Divorced,Yes,Rural,1.58,0.46,3G,Xiaomi,Yes,5.5,24.21,No,11,111,41.11,global_mobile
11740,USA,45,Male,Doctor,PhD,11175.65,5.69,89,0.0,1.93,1.72,1.23,1.63,6.83,1.21,48.49,1.6,0.9,62.69,Divorced,No,Urban,1.99,0.54,WiFi,Other,No,7.5,32.46,No,9,62,92.86,global_mobile
11741,Japan,16,Other,Unemployed,High School,30694.14,5.56,77,1.12,0.0,1.89,1.2,2.59,5.52,0.5,81.48,3.7,1.0,7.35,Divorced,Yes,Urban,1.49,2.53,3G,Xiaomi,Yes,5.5,12.66,Yes,11,96,4.83,global_mobile
11742,Mexico,25,Other,Artist,Bachelor's,17549.46,2.63,85,2.55,1.14,0.0,1.36,0.9,6.26,0.89,70.03,6.9,0.8,43.4,Divorced,No,Urban,1.06,0.32,WiFi,OnePlus,No,7.5,27.02,No,14,100,63.91,global_mobile
11743,Germany,64,Male,Salesperson,Bachelor's,6993.83,5.09,69,4.17,2.27,0.11,0.93,1.83,4.96,1.21,26.19,8.2,7.9,30.92,Divorced,Yes,Urban,1.64,0.0,5G,Other,Yes,2.5,43.24,No,16,141,51.69,global_mobile
11744,Nigeria,12,Male,Student,Master's,31991.75,3.17,76,0.0,3.65,4.19,1.27,2.73,7.22,0.46,74.64,3.9,6.3,99.87,Single,No,Rural,0.54,1.32,3G,Samsung,No,2.5,16.86,Yes,15,93,50.63,global_mobile
11745,Nigeria,40,Male,Doctor,,23000.85,4.33,89,2.89,2.0,1.69,2.35,2.9,6.01,1.94,59.78,4.8,7.7,12.94,In Relationship,Yes,Urban,3.42,0.66,3G,Samsung,No,9.5,17.99,Yes,15,122,3.75,global_mobile
11746,Japan,49,Male,Unemployed,Master's,37297.93,7.81,54,1.37,1.35,2.56,1.59,0.74,8.33,1.65,90.23,8.0,5.0,81.31,Single,No,Urban,1.69,0.0,3G,OnePlus,Yes,2.5,7.42,No,9,69,90.2,global_mobile
11747,UK,37,Other,Manager,Bachelor's,14152.49,7.99,95,1.17,2.8,2.17,1.54,1.43,7.08,0.0,17.92,6.6,1.7,48.05,Divorced,Yes,Urban,2.11,0.21,4G,Samsung,Yes,2.5,4.3,Yes,12,88,67.64,global_mobile
11748,UK,28,Male,Salesperson,,32277.04,10.45,83,2.65,4.15,0.37,1.6,3.41,7.47,0.8,5.77,4.7,9.6,21.33,Married,Yes,Urban,2.15,0.62,WiFi,Samsung,No,2.5,25.45,No,18,99,1.5,global_mobile
11749,Nigeria,22,Other,Student,Bachelor's,22137.05,7.37,88,2.57,2.21,1.52,1.08,2.3,6.98,0.55,19.22,9.0,8.5,16.85,Divorced,No,Rural,2.0,0.97,WiFi,Huawei,No,5.5,21.16,No,19,100,77.06,global_mobile
11750,Japan,35,Male,Doctor,High School,35035.55,6.3,53,3.0,3.0,3.48,1.93,1.06,7.75,1.2,99.05,6.0,8.1,89.9,Married,Yes,Urban,1.83,1.51,4G,Other,Yes,9.5,34.99,Yes,20,85,91.75,global_mobile
11751,Mexico,25,Female,Salesperson,PhD,43934.56,7.84,62,3.48,2.29,2.99,1.51,2.04,6.26,0.94,15.23,2.2,4.3,13.82,Married,No,Rural,2.11,0.78,WiFi,Huawei,Yes,7.5,30.97,Yes,18,123,47.09,global_mobile
11752,China,27,Other,Doctor,Master's,31503.78,6.43,77,0.41,1.99,1.51,0.78,0.97,6.04,0.68,34.06,4.7,0.3,3.49,Divorced,No,Urban,1.37,0.47,4G,Samsung,No,9.5,16.6,No,12,138,84.56,global_mobile
11753,Japan,38,Male,Artist,Bachelor's,9612.68,6.8,80,0.6,0.75,3.04,1.52,1.7,4.69,1.14,83.62,6.5,2.9,77.74,Married,No,Urban,1.42,0.91,5G,Xiaomi,Yes,7.5,30.04,Yes,16,86,87.47,global_mobile
11754,Russia,27,Other,Salesperson,Bachelor's,20681.94,4.09,113,1.6,0.0,1.33,1.19,2.34,5.91,1.8,46.29,9.1,4.2,48.26,In Relationship,Yes,Rural,3.42,0.2,4G,Huawei,Yes,9.5,19.78,No,16,98,39.07,global_mobile
11755,Nigeria,42,Male,Artist,High School,32590.93,4.34,90,2.57,0.79,1.63,0.74,1.84,6.61,0.96,42.45,4.4,9.7,70.96,Divorced,Yes,Urban,2.1,0.21,5G,Xiaomi,No,2.5,28.11,No,10,139,60.73,global_mobile
11756,China,21,Other,Student,Master's,19263.68,5.71,82,2.13,1.62,3.75,0.9,1.63,5.69,1.03,33.67,6.3,2.5,42.89,Divorced,Yes,Urban,0.89,0.42,4G,Huawei,No,5.5,16.58,Yes,8,83,9.57,global_mobile
11757,Nigeria,58,Female,Student,Master's,40901.8,7.98,70,2.12,2.04,0.36,1.1,1.93,7.23,1.56,68.35,6.5,1.7,56.39,Single,No,Urban,0.87,1.26,3G,OnePlus,No,9.5,29.62,No,13,69,80.01,global_mobile
11758,USA,70,Female,Salesperson,Master's,14966.47,7.48,40,2.07,0.52,3.16,0.17,2.86,7.98,0.64,70.14,5.6,2.4,90.1,Divorced,Yes,Rural,1.64,1.44,4G,OnePlus,Yes,2.5,30.76,Yes,19,66,75.52,global_mobile
11759,India,60,Female,Student,PhD,32946.29,6.8,78,2.35,3.7,2.37,1.15,1.72,6.43,0.4,14.39,9.2,4.3,17.08,Single,No,Urban,0.36,1.14,5G,Xiaomi,Yes,9.5,27.54,No,9,99,45.23,global_mobile
11760,UK,63,Other,Engineer,Master's,24380.42,8.13,96,1.47,1.67,1.01,1.64,1.3,3.99,1.12,62.65,5.6,3.0,31.84,Divorced,No,Rural,1.17,0.9,3G,Samsung,No,7.5,6.97,No,12,106,97.8,global_mobile
11761,Mexico,53,Male,Unemployed,PhD,42983.31,11.84,107,1.32,1.6,2.69,1.13,1.83,5.81,1.51,97.58,1.0,3.1,43.13,Married,No,Urban,0.8,1.4,5G,Other,Yes,2.5,23.84,No,14,112,58.31,global_mobile
11762,Nigeria,36,Female,Manager,Bachelor's,14523.82,3.4,63,2.13,0.35,2.19,2.13,1.93,7.77,1.37,91.77,3.3,4.3,71.71,In Relationship,Yes,Urban,1.35,0.97,WiFi,Huawei,Yes,7.5,41.42,Yes,10,89,71.41,global_mobile
11763,China,40,Other,Engineer,,15638.43,0.47,98,0.45,0.0,1.91,2.38,2.26,7.24,0.94,63.95,4.4,0.4,72.89,Married,Yes,Rural,1.89,0.5,3G,Samsung,Yes,5.5,30.86,No,14,63,82.02,global_mobile
11764,India,30,Female,Engineer,High School,16417.33,5.35,108,1.52,1.16,1.68,1.7,0.9,6.5,1.13,15.7,8.0,6.3,19.62,Married,No,Rural,1.15,0.09,5G,Other,Yes,5.5,31.98,No,16,84,32.82,global_mobile
11765,UK,21,Male,Unemployed,,34691.21,3.36,106,1.51,1.57,2.2,1.38,3.43,5.24,0.41,23.3,4.1,4.3,3.14,Married,Yes,Urban,0.0,1.29,3G,Huawei,No,5.5,18.97,Yes,18,63,81.13,global_mobile
11766,China,17,Female,Unemployed,,27735.13,5.66,68,1.19,2.32,0.33,1.58,2.2,7.26,0.58,97.3,5.6,1.7,79.1,Married,No,Rural,1.01,0.97,4G,Apple,Yes,2.5,10.67,Yes,11,82,56.85,global_mobile
11767,UK,26,Other,Teacher,PhD,0.0,4.27,101,1.74,1.07,1.61,1.81,2.5,7.12,1.07,17.82,7.7,5.0,57.31,Married,No,Rural,2.43,1.2,4G,Xiaomi,Yes,5.5,22.28,No,20,72,23.55,global_mobile
11768,USA,13,Other,Teacher,Master's,42836.38,1.98,123,4.93,2.83,0.6,2.12,0.67,4.25,0.94,38.66,6.6,9.4,97.67,In Relationship,No,Urban,2.39,0.75,4G,Xiaomi,No,7.5,42.25,No,9,144,69.88,global_mobile
11769,Japan,70,Other,Artist,Master's,31565.67,8.36,97,1.71,0.0,1.54,1.68,2.28,7.24,1.3,1.41,4.8,3.4,1.63,Married,Yes,Rural,1.11,1.15,3G,Apple,No,5.5,23.2,No,9,72,34.01,global_mobile
11770,USA,21,Other,Teacher,PhD,44259.4,5.7,121,2.16,1.68,3.09,0.83,2.92,6.27,0.62,79.07,3.0,4.2,40.47,In Relationship,Yes,Urban,1.14,0.55,5G,Huawei,Yes,9.5,31.71,No,20,154,43.46,global_mobile
11771,India,61,Female,Student,High School,52134.2,3.95,70,2.42,0.95,2.19,1.43,1.66,7.13,1.43,88.39,7.2,4.1,6.87,Divorced,Yes,Urban,1.63,1.18,4G,Samsung,Yes,5.5,23.27,No,12,116,80.73,global_mobile
11772,Japan,44,Female,Engineer,,17357.5,6.3,47,2.63,1.32,2.74,1.34,2.16,6.99,1.07,77.96,3.2,8.8,8.0,In Relationship,No,Rural,1.88,1.17,WiFi,Apple,Yes,2.5,14.7,Yes,16,102,45.62,global_mobile
11773,Japan,43,Male,Artist,PhD,34067.12,5.88,138,3.91,3.46,1.86,2.16,0.31,6.43,1.28,15.94,3.7,7.0,36.74,Single,No,Urban,2.36,1.03,WiFi,Samsung,Yes,9.5,30.08,Yes,13,145,34.16,global_mobile
11774,Mexico,65,Male,Artist,Bachelor's,31021.73,4.03,126,2.53,0.0,1.77,1.03,2.01,7.12,0.52,66.38,0.0,0.2,45.89,Divorced,Yes,Rural,2.68,0.5,5G,Xiaomi,Yes,5.5,22.41,No,13,84,75.48,global_mobile
11775,India,23,Female,Engineer,Master's,0.0,5.16,98,2.18,1.54,2.95,3.05,0.47,6.38,0.59,62.61,9.6,5.4,71.55,Divorced,No,Rural,1.64,0.76,WiFi,OnePlus,Yes,5.5,6.36,Yes,19,82,99.35,global_mobile
11776,USA,51,Male,Artist,PhD,39548.28,7.01,53,2.45,2.38,2.08,1.73,2.52,7.4,0.76,89.13,5.3,7.4,80.5,Single,Yes,Urban,1.25,1.19,WiFi,Samsung,Yes,7.5,9.89,No,14,116,62.55,global_mobile
11777,Mexico,54,Female,Artist,High School,53393.38,4.25,100,1.87,1.92,0.64,2.1,2.42,3.98,0.5,20.73,3.4,3.0,31.34,In Relationship,Yes,Rural,1.51,0.91,5G,Apple,Yes,2.5,25.44,Yes,12,101,72.37,global_mobile
11778,India,52,Other,Artist,Master's,61491.63,7.66,87,2.14,0.37,0.88,0.75,2.14,6.68,0.0,88.81,0.9,4.3,5.74,Single,Yes,Urban,2.46,1.02,3G,Huawei,No,7.5,16.23,Yes,9,170,78.52,global_mobile
11779,Japan,43,Other,Student,,4692.62,3.63,104,2.31,0.35,2.11,1.33,1.82,6.92,1.15,76.46,4.6,1.5,20.54,Single,No,Rural,0.0,1.21,WiFi,Other,Yes,2.5,33.39,No,11,68,18.19,global_mobile
11780,China,39,Other,Artist,High School,26758.73,8.2,31,2.77,1.85,1.99,2.59,3.96,6.06,0.0,26.12,6.7,0.8,77.72,Married,No,Urban,1.26,0.38,5G,Samsung,Yes,5.5,47.74,Yes,16,75,82.4,global_mobile
11781,India,68,Female,Salesperson,PhD,4286.61,5.93,114,0.57,1.05,1.62,1.71,1.67,6.09,1.34,95.43,3.4,8.1,21.03,Married,No,Urban,1.05,1.04,3G,Huawei,No,9.5,35.69,Yes,10,78,49.7,global_mobile
11782,UK,51,Male,Engineer,,64883.06,7.1,94,2.97,2.75,5.18,2.01,1.92,5.55,1.08,44.12,6.1,3.0,30.82,Married,Yes,Urban,1.33,0.0,4G,Other,Yes,5.5,24.37,Yes,19,125,91.58,global_mobile
11783,Nigeria,27,Other,Doctor,,63977.93,4.34,73,2.44,1.31,0.82,1.83,1.22,7.9,1.67,69.81,7.6,6.2,43.25,Married,Yes,Rural,2.69,0.92,4G,OnePlus,Yes,7.5,20.87,No,14,109,67.01,global_mobile
11784,UK,17,Other,Doctor,PhD,55727.74,8.21,37,2.78,0.3,1.04,1.1,1.56,6.61,0.42,34.44,0.8,3.0,63.12,In Relationship,No,Urban,2.62,0.41,WiFi,OnePlus,Yes,7.5,26.61,Yes,9,145,55.78,global_mobile
11785,Russia,26,Male,Engineer,PhD,67910.91,9.9,72,1.1,1.83,1.44,1.84,2.33,7.08,0.63,10.5,5.9,4.2,34.88,Single,No,Urban,1.25,1.01,3G,OnePlus,No,5.5,11.47,Yes,8,82,39.22,global_mobile
11786,India,19,Other,Teacher,Bachelor's,34799.27,6.4,86,0.93,0.1,3.42,1.21,1.01,5.46,0.7,56.69,7.5,1.9,79.94,Single,Yes,Urban,1.56,0.88,5G,Other,Yes,9.5,13.54,No,11,102,57.62,global_mobile
11787,China,33,Female,Student,PhD,17190.11,5.56,48,2.18,1.94,3.25,0.46,3.11,7.18,0.98,98.46,3.4,9.1,1.69,Single,No,Rural,0.61,0.18,4G,Samsung,No,5.5,31.04,Yes,15,85,13.01,global_mobile
11788,China,64,Other,Doctor,PhD,26166.96,3.78,32,3.6,3.02,0.77,1.02,2.16,7.44,1.06,28.74,3.5,3.7,24.48,In Relationship,Yes,Rural,2.08,1.23,3G,Other,No,2.5,13.15,No,17,111,35.25,global_mobile
11789,India,43,Male,Engineer,High School,41825.77,6.68,71,1.12,2.57,2.46,1.58,1.24,6.78,0.72,80.36,8.4,5.9,95.22,Single,No,Urban,2.16,0.0,3G,OnePlus,Yes,5.5,17.36,No,11,93,74.62,global_mobile
11790,Nigeria,54,Other,Unemployed,PhD,28408.79,2.8,63,1.07,2.0,0.78,1.18,1.51,6.53,0.54,37.63,5.0,9.5,76.1,Single,Yes,Urban,1.15,0.17,4G,Huawei,No,7.5,22.19,Yes,17,120,36.37,global_mobile
11791,India,37,Male,Unemployed,Bachelor's,15906.14,3.1,95,1.73,0.0,2.24,1.84,2.01,5.72,0.21,94.97,5.6,4.4,63.45,In Relationship,No,Rural,1.4,2.07,4G,Other,No,5.5,41.31,Yes,13,89,34.1,global_mobile
11792,Mexico,49,Male,Student,PhD,24336.78,5.23,104,1.92,0.03,3.31,2.01,0.84,7.11,0.64,19.14,9.5,0.2,94.88,Single,Yes,Urban,1.69,0.62,4G,Huawei,No,9.5,5.29,No,10,74,93.43,global_mobile
11793,Mexico,66,Male,Unemployed,High School,37874.15,6.93,84,0.0,1.72,2.08,1.55,3.13,7.07,1.11,85.88,9.1,3.8,88.67,Married,Yes,Urban,1.34,0.61,5G,OnePlus,No,5.5,18.66,Yes,17,147,32.48,global_mobile
11794,Japan,61,Female,Student,High School,29013.37,2.51,95,0.79,0.71,1.54,1.09,3.12,6.43,1.43,36.46,6.3,0.8,74.86,Single,No,Rural,2.52,0.96,3G,Other,No,2.5,27.78,No,13,78,18.18,global_mobile
11795,Nigeria,63,Female,Teacher,Master's,37259.15,8.09,76,3.12,1.81,1.93,1.51,1.86,6.08,0.56,54.35,0.8,4.8,11.07,Divorced,No,Urban,2.62,0.78,WiFi,OnePlus,Yes,7.5,39.34,Yes,15,102,63.71,global_mobile
11796,Nigeria,35,Male,Doctor,PhD,53764.79,11.3,87,2.69,1.92,0.61,1.55,0.0,6.33,1.21,31.25,2.3,9.9,87.84,Single,No,Urban,0.54,1.6,4G,Huawei,No,9.5,19.13,No,19,135,11.02,global_mobile
11797,Brazil,37,Male,Student,Bachelor's,21152.38,3.47,84,1.33,1.43,1.88,1.59,2.4,6.32,1.24,86.31,4.4,6.9,30.4,Divorced,No,Urban,0.75,0.3,5G,OnePlus,No,5.5,15.48,Yes,18,107,63.11,global_mobile
11798,Russia,69,Other,Artist,Bachelor's,48045.43,5.64,77,0.81,0.94,0.0,1.55,2.23,5.97,1.08,45.03,4.9,4.7,30.99,In Relationship,Yes,Rural,2.82,0.36,5G,Huawei,No,7.5,20.64,No,14,80,63.32,global_mobile
11799,Japan,18,Female,Teacher,PhD,0.0,6.85,80,1.19,1.78,1.53,1.29,1.83,4.71,1.39,79.1,4.5,8.8,75.07,Married,No,Urban,0.36,1.33,WiFi,Apple,No,5.5,24.01,No,13,55,93.48,global_mobile
11800,China,68,Female,Student,Master's,47235.9,7.06,101,3.52,1.07,1.97,1.2,2.89,4.46,1.06,82.99,9.2,0.1,71.77,In Relationship,Yes,Urban,0.53,0.48,3G,Xiaomi,No,7.5,10.79,Yes,14,85,29.1,global_mobile
11801,Mexico,35,Male,Doctor,PhD,45685.23,6.41,65,0.78,2.06,2.9,2.19,1.45,6.35,1.02,26.8,7.8,4.2,88.37,In Relationship,No,Urban,1.78,0.53,3G,Huawei,No,2.5,22.86,No,20,101,89.84,global_mobile
11802,Germany,38,Female,Artist,,40419.89,6.85,36,0.84,0.0,1.09,1.05,1.81,6.7,1.51,4.97,4.8,4.8,75.7,Single,No,Rural,2.15,0.63,WiFi,Xiaomi,Yes,5.5,39.26,Yes,16,99,2.68,global_mobile
11803,Japan,51,Other,Artist,Master's,55358.72,5.75,65,1.24,0.42,2.18,1.68,2.78,6.22,1.22,60.7,1.2,5.3,46.03,Married,Yes,Urban,1.83,1.47,5G,OnePlus,Yes,9.5,14.69,No,10,103,14.35,global_mobile
11804,UK,50,Female,Artist,PhD,32065.73,2.96,135,1.03,1.47,2.06,1.15,1.01,6.95,1.13,48.14,0.1,2.5,34.87,Single,Yes,Urban,1.29,1.46,3G,Apple,No,7.5,13.62,Yes,16,138,99.48,global_mobile
11805,Japan,30,Other,Manager,PhD,25123.59,9.52,11,1.95,3.77,2.29,2.14,1.12,6.76,1.38,88.4,2.3,5.2,46.8,In Relationship,Yes,Urban,2.45,1.26,4G,OnePlus,Yes,2.5,23.59,Yes,12,83,7.1,global_mobile
11806,India,65,Female,Doctor,PhD,25694.96,8.53,98,1.63,1.84,2.48,1.61,0.0,6.38,0.82,0.11,3.3,9.8,17.71,In Relationship,Yes,Rural,2.63,0.95,3G,Samsung,Yes,7.5,29.35,Yes,15,88,82.88,global_mobile
11807,Nigeria,63,Female,Unemployed,High School,43515.54,5.26,27,2.25,0.0,0.81,1.46,2.76,6.54,0.88,94.23,1.5,4.3,30.6,Married,Yes,Urban,1.97,0.37,WiFi,Huawei,No,5.5,24.3,Yes,11,90,6.88,global_mobile
11808,Mexico,13,Other,Teacher,,38545.9,3.94,55,3.24,0.15,0.88,2.4,1.11,4.93,1.81,55.18,3.7,1.7,22.53,Married,Yes,Rural,1.32,1.21,4G,Huawei,No,9.5,25.89,Yes,13,63,67.32,global_mobile
11809,USA,47,Other,Teacher,Master's,33093.94,2.95,82,1.42,1.44,2.77,2.43,2.43,7.22,1.71,36.87,1.5,5.0,29.74,In Relationship,Yes,Rural,0.25,0.27,WiFi,Samsung,No,9.5,20.49,No,12,89,32.38,global_mobile
11810,Mexico,26,Male,Student,High School,40458.76,6.13,92,0.07,2.3,1.91,0.98,1.95,6.23,0.0,86.56,5.4,6.0,92.57,Divorced,Yes,Rural,1.98,1.54,4G,Xiaomi,Yes,7.5,28.61,Yes,11,82,89.45,global_mobile
11811,Brazil,30,Male,Engineer,PhD,38135.65,5.68,60,2.09,3.25,3.2,1.99,3.37,6.91,0.67,96.57,6.7,1.3,64.12,Married,No,Rural,0.38,0.0,4G,Samsung,Yes,5.5,30.25,No,20,75,13.5,global_mobile
11812,China,49,Female,Artist,High School,6003.42,5.66,85,1.82,0.0,1.92,1.44,1.42,5.84,0.48,74.88,1.5,10.0,28.18,In Relationship,No,Rural,2.31,0.55,4G,Huawei,Yes,7.5,22.37,Yes,16,135,23.37,global_mobile
11813,Japan,46,Other,Student,PhD,0.0,5.41,29,2.21,1.28,2.27,1.23,1.93,7.22,0.86,66.33,8.0,4.8,69.39,In Relationship,No,Urban,2.32,1.12,4G,Huawei,Yes,7.5,36.2,No,16,89,5.18,global_mobile
11814,Nigeria,32,Other,Salesperson,Bachelor's,7035.03,8.88,75,0.0,2.65,1.99,1.61,3.26,6.42,1.0,84.46,0.8,6.4,53.73,Married,Yes,Urban,1.82,0.82,WiFi,Samsung,No,5.5,28.57,Yes,13,93,55.17,global_mobile
11815,China,60,Female,Artist,Bachelor's,28955.43,9.22,62,0.0,1.01,1.25,2.1,1.2,4.87,0.87,93.11,3.8,7.0,6.37,Divorced,No,Rural,2.04,0.0,4G,Samsung,Yes,2.5,31.49,Yes,11,94,35.32,global_mobile
11816,Russia,58,Other,Student,PhD,24877.78,6.72,81,3.4,2.9,1.33,1.16,1.03,7.34,1.16,30.15,6.0,3.2,65.92,In Relationship,No,Urban,1.37,1.02,WiFi,Huawei,Yes,2.5,21.54,Yes,13,75,22.26,global_mobile
11817,Brazil,55,Other,Manager,Bachelor's,16727.66,1.05,76,1.72,0.0,1.78,0.47,1.94,7.29,0.81,75.25,1.2,6.3,51.5,In Relationship,No,Rural,2.14,0.43,4G,Samsung,No,5.5,25.25,No,16,129,90.12,global_mobile
11818,Nigeria,47,Other,Doctor,PhD,19151.46,9.7,101,2.11,3.55,1.86,2.14,3.18,4.58,1.07,37.86,8.8,8.8,36.73,Single,Yes,Urban,1.84,1.53,5G,OnePlus,Yes,7.5,23.89,Yes,12,127,0.17,global_mobile
11819,Germany,66,Other,Doctor,PhD,3215.11,6.33,69,0.7,1.03,3.87,1.85,1.68,6.41,1.03,14.22,5.2,9.0,12.04,Single,No,Rural,1.41,0.84,WiFi,Apple,No,9.5,7.28,Yes,12,129,29.13,global_mobile
11820,Mexico,44,Female,Salesperson,Bachelor's,49910.0,3.43,46,0.59,1.22,1.48,1.41,3.14,6.75,1.04,88.04,8.0,9.6,70.72,Married,No,Urban,1.08,0.87,WiFi,Xiaomi,Yes,7.5,32.31,No,15,49,80.29,global_mobile
11821,Brazil,26,Male,Artist,,7468.08,6.46,81,3.93,0.46,0.61,1.87,2.5,7.82,0.76,16.55,1.9,5.0,22.77,Divorced,Yes,Urban,1.28,1.13,3G,Apple,Yes,2.5,34.88,No,11,125,50.89,global_mobile
11822,China,34,Male,Salesperson,High School,38719.95,3.52,84,2.31,2.93,2.1,1.58,1.24,5.13,1.32,99.53,3.2,2.4,39.63,Single,No,Urban,2.22,1.32,5G,Huawei,No,9.5,21.32,No,12,130,11.16,global_mobile
11823,Brazil,28,Male,Manager,Master's,39351.71,2.68,55,4.0,0.96,0.52,1.22,1.94,6.85,0.22,29.86,7.5,8.9,19.51,Married,Yes,Rural,1.25,0.22,3G,Apple,Yes,7.5,30.71,No,9,139,81.99,global_mobile
11824,China,20,Male,Engineer,Master's,45518.97,3.8,98,0.86,0.79,2.07,1.6,3.65,6.25,1.21,11.38,4.3,0.2,2.69,Married,No,Urban,0.29,0.11,5G,OnePlus,No,7.5,33.1,No,11,79,87.41,global_mobile
11825,China,54,Male,Doctor,Master's,28544.12,4.63,91,2.25,2.48,0.61,1.09,4.47,7.05,1.33,9.37,2.7,5.4,65.6,In Relationship,Yes,Rural,0.21,1.04,WiFi,Xiaomi,Yes,2.5,26.61,Yes,10,101,7.88,global_mobile
11826,India,70,Female,Teacher,Bachelor's,4260.22,2.45,51,2.54,0.0,1.87,1.65,1.98,5.92,1.54,5.77,7.8,3.0,66.1,Single,No,Rural,1.21,0.8,5G,Apple,Yes,7.5,19.32,Yes,11,63,76.14,global_mobile
11827,China,60,Male,Teacher,Master's,47922.19,3.61,74,1.0,0.53,3.29,1.52,2.9,4.87,1.13,47.55,7.1,1.9,53.6,Married,Yes,Urban,1.58,1.31,WiFi,Samsung,Yes,5.5,24.62,No,14,91,89.96,global_mobile
11828,Russia,42,Male,Engineer,Bachelor's,66033.51,5.73,72,1.57,1.45,3.51,1.63,1.54,7.96,0.54,38.78,1.3,7.7,86.31,Single,No,Rural,1.9,0.24,WiFi,Samsung,Yes,7.5,7.57,Yes,14,111,0.32,global_mobile
11829,Germany,64,Male,Unemployed,Master's,2618.34,10.41,42,2.11,0.98,2.25,1.1,2.15,6.04,1.15,95.78,3.0,3.1,24.61,Divorced,Yes,Rural,0.91,0.15,4G,Samsung,No,5.5,38.35,No,16,129,6.83,global_mobile
11830,Mexico,55,Male,Salesperson,Master's,35750.08,5.96,81,2.29,2.39,3.31,1.4,1.75,5.87,1.49,2.2,4.8,8.8,41.2,Divorced,Yes,Rural,2.66,0.96,4G,Samsung,No,2.5,20.0,Yes,20,66,62.47,global_mobile
11831,Russia,66,Other,Salesperson,Master's,18373.67,7.21,107,0.0,2.64,3.75,1.78,2.28,7.39,1.71,14.64,9.5,6.1,45.41,Divorced,No,Rural,1.82,0.0,WiFi,Huawei,Yes,7.5,22.15,Yes,20,131,81.88,global_mobile
11832,India,35,Female,Manager,,38536.79,5.03,103,0.0,0.86,0.27,1.48,4.5,7.29,1.56,40.06,4.0,5.0,50.49,Single,Yes,Rural,1.66,0.65,WiFi,Other,No,7.5,22.71,Yes,12,68,54.59,global_mobile
11833,Nigeria,53,Female,Student,Master's,40198.69,6.95,30,0.34,3.13,2.64,1.99,2.12,6.89,0.0,12.66,0.9,3.3,39.79,In Relationship,No,Rural,1.58,0.19,4G,Other,No,5.5,16.2,Yes,19,91,90.29,global_mobile
